image,bee,xmin,ymin,xmax,ymax
1363,19,1364,529,1420,613
1363,20,1771,477,1818,609
1363,21,1129,495,1173,577
1363,22,831,506,873,568
1363,23,1045,498,1083,550
1363,24,1407,491,1437,529
1363,25,1206,458,1311,528
1363,26,1548,480,1595,520
1364,0,867,1660,928,1833
1364,1,679,1136,731,1289
1364,2,1402,953,1458,1093
1364,3,1307,845,1360,952
1364,4,843,812,886,931
1364,5,1451,749,1499,889
1364,6,1369,725,1418,840
1364,7,676,785,789,837
1364,8,1181,662,1247,782
1364,9,2084,633,2171,718
1364,10,1508,597,1550,718
1364,11,1043,615,1139,711
1364,12,1705,591,1769,707
1364,13,2004,583,2041,690
1364,14,1883,583,1922,686
1364,15,2133,570,2215,669
1364,16,1537,548,1637,653
1364,17,2081,575,2149,645
1364,18,1228,553,1280,638
1364,19,891,539,951,638
1364,20,1363,529,1419,614
1364,21,1763,486,1810,608
1364,22,1133,495,1177,572
1364,23,831,505,873,567
1364,24,924,504,968,565
1364,25,1044,498,1084,550
1364,26,1406,490,1438,527
1364,27,1549,480,1597,520
1364,28,1217,454,1309,519
1365,0,884,1662,929,1828
1365,1,680,1137,730,1288
1365,2,1404,944,1447,1091
1365,3,1323,845,1365,980
1365,4,841,817,880,952
1365,5,1457,747,1507,882
1365,6,1367,726,1417,840
1365,7,675,784,789,835
1365,8,1187,654,1254,770
1365,9,2080,638,2174,725
1365,10,1506,602,1550,719
1365,11,1705,583,1764,711
1365,12,1055,610,1149,703
1365,13,2005,583,2045,694
1365,14,1883,583,1922,686
1365,15,2127,570,2214,667
1365,16,1534,548,1635,653
1365,17,2080,573,2141,650
1365,18,1228,557,1279,639
1365,19,889,538,956,638
1365,20,1757,486,1803,628
1365,21,1364,529,1419,613
1365,22,830,506,870,571
1365,23,1132,496,1177,567
1365,24,1237,507,1277,562
1365,25,1043,498,1084,550
1365,26,943,501,980,549
1365,27,1408,490,1438,529
1365,28,1224,446,1308,520
1365,29,1550,480,1595,519
1366,0,868,1653,925,1823
1366,1,686,1129,729,1285
1366,2,1395,940,1442,1088
1366,3,1328,854,1379,978
1366,4,843,832,882,957
1366,5,1457,739,1506,864
1366,6,675,784,788,837
1366,7,1358,734,1410,831
1366,8,1195,647,1267,768
1366,9,2082,637,2172,727
1366,10,1503,605,1549,721
1366,11,1706,581,1760,711
1366,12,1068,602,1159,702
1366,13,2005,578,2054,689
1366,14,1883,583,1922,686
1366,15,2126,575,2216,661
1366,16,1532,549,1635,652
1366,17,2084,571,2133,650
1366,18,889,533,960,639
1366,19,1228,555,1277,638
1366,20,1757,488,1805,630
1366,21,1361,529,1423,615
1366,22,830,506,868,574
1366,23,1133,497,1183,565
1366,24,1240,504,1289,561
1366,25,1045,498,1085,549
1366,26,945,501,988,545
1366,27,1408,491,1437,529
1366,28,1551,480,1595,519
1366,29,1222,451,1309,514
1367,0,867,1649,923,1819
1367,1,686,1129,729,1285
1367,2,1393,926,1441,1063
1367,3,839,847,890,973
1367,4,1330,858,1381,970
1367,5,1456,730,1499,862
1367,6,675,784,788,837
1367,7,1357,728,1411,828
1367,8,1197,656,1280,759
1367,9,2084,639,2172,725
1367,10,1498,609,1549,723
1367,11,1709,582,1757,712
1367,12,1072,600,1174,699
1367,13,2005,578,2056,690
1367,14,1883,583,1922,686
1367,15,2129,573,2217,665
1367,16,2092,572,2130,653
1367,17,1531,547,1635,653
1367,18,889,536,955,638
1367,19,1228,553,1277,637
1367,20,1761,501,1809,634
1367,21,1360,529,1423,615
1367,22,831,506,869,571
1367,23,1234,493,1276,557
1367,24,1134,495,1180,555
1367,25,1044,497,1088,553
1367,26,1409,490,1437,527
1367,27,1550,480,1596,519
1367,28,1230,448,1335,504
1368,0,877,1639,920,1809
1368,1,686,1129,730,1285
1368,2,1286,1017,1332,1169
1368,3,1405,914,1449,1055
1368,4,842,849,887,974
1368,5,1328,861,1389,960
1368,6,676,784,790,837
1368,7,1352,731,1403,837
1368,8,1201,659,1299,756
1368,9,2084,639,2173,724
1368,10,1497,613,1548,723
1368,11,1711,608,1759,713
1368,12,1086,593,1171,698
1368,13,2003,578,2058,687
1368,14,1884,583,1922,686
1368,15,2130,572,2214,668
1368,16,2091,574,2131,659
1368,17,1532,547,1636,653
1368,18,892,536,947,640
1368,19,1223,553,1283,637
1368,20,1759,508,1814,634
1368,21,1359,528,1423,614
1368,22,838,505,874,572
1368,23,961,505,1004,557
1368,24,1134,495,1187,556
1368,25,1043,497,1088,552
1368,26,1236,491,1268,550
1368,27,1410,490,1438,527
1368,28,1549,480,1594,519
1368,29,1232,447,1332,502
1369,0,891,1625,934,1796
1369,1,684,1129,730,1284
1369,2,1293,988,1337,1143
1369,3,1414,897,1452,1036
1369,4,838,847,881,975
1369,5,1327,862,1390,961
1369,6,1459,706,1499,839
1369,7,1342,732,1402,839
1369,8,675,784,790,837
1369,9,1201,667,1307,751
1369,10,2087,639,2170,725
1369,11,1494,623,1549,720
1369,12,1707,577,1752,712
1369,13,1094,585,1169,696
1369,14,1886,583,1923,686
1369,15,1999,580,2068,684
1369,16,2135,576,2205,672
1369,17,2093,574,2129,662
1369,18,1533,542,1633,654
1369,19,893,531,947,641
1369,20,1224,552,1284,638
1369,21,1758,514,1816,635
1369,22,1360,528,1423,614
1369,23,845,501,878,572
1369,24,959,507,1005,556
1369,25,1142,493,1193,555
1369,26,1044,497,1086,553
1369,27,1234,498,1272,551
1369,28,1410,491,1438,528
1369,29,1547,481,1592,517
1369,30,1229,446,1339,507
1370,0,891,1622,936,1780
1370,1,685,1129,730,1285
1370,2,1272,967,1338,1128
1370,3,1414,893,1462,1027
1370,4,839,847,883,971
1370,5,1311,870,1394,965
1370,6,1324,735,1399,846
1370,7,1458,707,1499,839
1370,8,674,783,791,836
1370,9,1205,674,1317,751
1370,10,2084,640,2173,724
1370,11,1500,630,1551,724
1370,12,1707,575,1754,715
1370,13,1099,581,1168,688
1370,14,1886,583,1923,686
1370,15,1998,580,2075,682
1370,16,2128,579,2211,673
1370,17,2089,575,2133,660
1370,18,1531,540,1628,653
1370,19,891,525,939,643
1370,20,1228,551,1280,639
1370,21,1758,512,1818,635
1370,22,1364,528,1420,615
1370,23,845,502,878,572
1370,24,956,507,1005,561
1370,25,1044,496,1091,553
1370,26,1234,492,1275,552
1370,27,1156,493,1204,549
1370,28,1410,491,1437,527
1370,29,1550,480,1594,519
1370,30,1242,462,1355,518
1371,0,890,1620,941,1771
1371,1,683,1129,730,1284
1371,2,1279,956,1323,1118
1371,3,1417,880,1462,1013
1371,4,1300,878,1366,973
1371,5,840,848,880,970
1371,6,1317,734,1397,861
1371,7,1451,696,1492,838
1371,8,677,785,791,837
1371,9,1214,682,1303,762
1371,10,2084,640,2171,723
1371,11,1706,574,1752,712
1371,12,1887,583,1925,687
1371,13,1098,576,1164,686
1371,14,2129,586,2220,675
1371,15,2002,584,2079,669
1371,16,1460,559,1535,668
1371,17,2086,578,2128,665
1371,18,1525,538,1619,650
1371,19,893,523,936,641
1371,20,1227,551,1281,640
1371,21,1768,566,1816,635
1371,22,1364,528,1421,616
1371,23,1745,513,1806,611
1371,24,969,510,1008,580
1371,25,849,500,879,571
1371,26,937,514,980,570
1371,27,1044,496,1092,553
1371,28,1237,492,1276,551
1371,29,1169,493,1217,546
1371,30,1408,492,1437,528
1371,31,1549,480,1593,519
1372,0,872,1623,945,1776
1372,1,684,1128,730,1283
1372,2,1276,921,1324,1067
1372,3,1418,873,1466,996
1372,4,1300,880,1370,977
1372,5,837,849,880,969
1372,6,1307,749,1390,854
1372,7,674,784,791,837
1372,8,1435,696,1489,826
1372,9,1216,679,1303,758
1372,10,2092,637,2172,726
1372,11,1492,628,1549,720
1372,12,1698,576,1750,709
1372,13,1886,583,1924,687
1372,14,1102,574,1164,683
1372,15,2131,585,2218,679
1372,16,2080,578,2125,674
1372,17,1994,581,2082,667
1372,18,1421,560,1501,666
1372,19,1526,532,1612,650
1372,20,1757,537,1818,643
1372,21,1228,552,1278,640
1372,22,893,528,935,635
1372,23,1364,531,1422,593
1372,24,957,511,1011,589
1372,25,849,502,879,570
1372,26,1047,496,1090,554
1372,27,1239,491,1277,551
1372,28,1178,494,1219,539
1372,29,1408,490,1437,527
1372,30,1551,480,1593,519
1373,0,889,1620,943,1776
1373,1,679,1129,729,1283
1373,2,1282,908,1334,1027
1373,3,1420,853,1468,988
1373,4,835,851,876,968
1373,5,1299,761,1381,860
1373,6,674,783,791,836
1373,7,1225,680,1339,756
1373,8,2092,638,2172,725
1373,9,1490,625,1551,716
1373,10,1700,572,1752,713
1373,11,1885,583,1924,686
1373,12,2133,583,2217,683
1373,13,1993,586,2087,675
1373,14,2079,582,2128,675
1373,15,1107,567,1184,674
1373,16,1522,524,1600,650
1373,17,1756,530,1823,649
1373,18,1227,551,1278,638
1373,19,892,514,933,620
1373,20,1360,529,1423,609
1373,21,957,516,1013,597
1373,22,849,501,879,570
1373,23,1047,496,1090,552
1373,24,1239,491,1277,551
1373,25,1183,495,1218,529
1373,26,1409,491,1438,527
1373,27,1548,481,1592,517
1374,0,894,1618,939,1782
1374,1,677,1137,730,1214
1374,2,1294,874,1339,1013
1374,3,1432,839,1473,981
1374,4,1334,885,1391,971
1374,5,834,849,874,971
1374,6,1279,776,1363,867
1374,7,675,783,792,836
1374,8,1428,676,1486,811
1374,9,1223,686,1349,753
1374,10,2093,637,2172,726
1374,11,1495,626,1550,719
1374,12,1698,571,1752,711
1374,13,1886,583,1925,686
1374,14,1993,582,2080,679
1374,15,2130,574,2218,678
1374,16,2078,580,2132,675
1374,17,1108,562,1183,670
1374,18,1755,535,1822,659
1374,19,1525,524,1592,638
1374,20,1227,551,1278,637
1374,21,964,526,1014,616
1374,22,896,508,932,616
1374,23,1363,528,1420,615
1374,24,849,502,879,572
1374,25,1239,491,1277,552
1374,26,1047,495,1089,552
1374,27,1410,491,1439,527
1374,28,1550,480,1592,518
1375,0,890,1616,935,1778
1375,1,600,1187,683,1317
1375,2,669,1128,728,1273
1375,3,1287,872,1327,1016
1375,4,1329,899,1386,979
1375,5,833,851,874,971
1375,6,1428,831,1470,958
1375,7,1274,776,1365,876
1375,8,676,784,791,836
1375,9,1425,672,1486,800
1375,10,1234,685,1342,761
1375,11,2094,632,2174,730
1375,12,1491,624,1554,718
1375,13,1697,576,1755,703
1375,14,1886,584,1924,686
1375,15,1994,583,2081,680
1375,16,2141,572,2219,678
1375,17,1761,563,1823,675
1375,18,1113,554,1177,667
1375,19,1225,551,1282,639
1375,20,966,537,1009,633
1375,21,1520,522,1583,625
1375,22,1363,528,1420,616
1375,23,895,508,933,612
1375,24,846,504,875,572
1375,25,1048,496,1090,553
1375,26,1239,491,1277,552
1375,27,1409,491,1438,527
1375,28,1549,479,1592,518
1376,0,896,1616,937,1773
1376,1,618,1184,693,1325
1376,2,679,1130,727,1271
1376,3,1286,869,1329,1012
1376,4,1329,901,1385,978
1376,5,830,851,871,974
1376,6,1427,819,1473,949
1376,7,1272,779,1359,878
1376,8,671,785,799,835
1376,9,1426,667,1483,796
1376,10,1236,683,1337,761
1376,11,2092,636,2173,728
1376,12,1489,625,1555,721
1376,13,1689,583,1753,699
1376,14,1886,584,1924,686
1376,15,1760,562,1824,681
1376,16,2142,572,2210,679
1376,17,1995,586,2074,677
1376,18,1110,545,1169,666
1376,19,969,553,1011,661
1376,20,1230,550,1280,639
1376,21,1521,519,1578,622
1376,22,1363,528,1420,612
1376,23,895,506,933,608
1376,24,846,503,878,571
1376,25,1238,492,1277,552
1376,26,1048,496,1092,552
1376,27,1410,491,1440,527
1376,28,1549,480,1592,515
1377,0,894,1611,937,1777
1377,1,638,1175,688,1322
1377,2,679,1138,726,1224
1377,3,1288,869,1334,1006
1377,4,1338,912,1385,977
1377,5,1427,799,1472,931
1377,6,1269,787,1351,880
1377,7,955,745,1004,873
1377,8,674,785,791,835
1377,9,1424,652,1474,781
1377,10,1237,681,1354,758
1377,11,2094,638,2174,724
1377,12,1495,625,1552,721
1377,13,1761,583,1829,693
1377,14,1692,585,1757,692
1377,15,1884,584,1923,687
1377,16,1994,584,2077,680
1377,17,2080,577,2138,676
1377,18,2138,571,2209,673
1377,19,973,568,1012,669
1377,20,1117,546,1173,654
1377,21,1231,551,1279,639
1377,22,1521,516,1578,625
1377,23,1360,529,1424,615
1377,24,896,510,937,604
1377,25,846,503,879,567
1377,26,1049,497,1093,553
1377,27,1238,491,1277,552
1377,28,1409,491,1439,527
1377,29,1550,480,1592,515
1378,0,899,1599,947,1764
1378,1,639,1172,680,1318
1378,2,688,1139,727,1264
1378,3,1294,856,1341,993
1378,4,824,860,871,978
1378,5,1347,917,1386,977
1378,6,756,764,845,919
1378,7,1428,781,1470,918
1378,8,1273,788,1349,879
1378,9,937,723,1020,845
1378,10,675,784,783,834
1378,11,1418,637,1465,765
1378,12,1254,679,1357,754
1378,13,2097,636,2170,727
1378,14,1497,625,1552,725
1378,15,1757,602,1829,712
1378,16,1685,576,1754,693
1378,17,977,579,1016,690
1378,18,1883,584,1921,686
1378,19,1987,585,2076,681
1378,20,2127,569,2212,672
1378,21,1115,541,1170,646
1378,22,1230,551,1279,639
1378,23,1523,515,1576,619
1378,24,1359,529,1423,615
1378,25,898,504,933,593
1378,26,846,504,880,564
1378,27,1047,496,1093,553
1378,28,1238,491,1277,552
1378,29,1409,491,1439,528
1378,30,1551,479,1592,518
1379,0,909,1581,953,1757
1379,1,641,1169,678,1316
1379,2,684,1155,726,1281
1379,3,824,871,872,987
1379,4,1288,855,1348,981
1379,5,1344,917,1389,979
1379,6,1425,767,1463,905
1379,7,1269,787,1346,883
1379,8,976,713,1024,855
1379,9,668,786,800,834
1379,10,1269,666,1371,752
1379,11,1408,621,1457,751
1379,12,1757,601,1834,727
1379,13,2099,629,2169,725
1379,14,1496,626,1553,724
1379,15,969,600,1014,704
1379,16,1883,584,1920,685
1379,17,1671,570,1755,685
1379,18,1985,593,2080,671
1379,19,2128,558,2209,671
1379,20,1230,551,1279,641
1379,21,1118,532,1174,641
1379,22,1364,528,1420,615
1379,23,1513,511,1570,614
1379,24,895,505,932,584
1379,25,845,503,878,567
1379,26,1047,496,1092,554
1379,27,1238,491,1277,553
1379,28,1409,491,1439,528
1379,29,1550,480,1593,516
1380,0,910,1566,950,1737
1380,1,642,1161,682,1319
1380,2,687,1137,728,1268
1380,3,824,872,867,998
1380,4,1344,914,1391,979
1380,5,1306,832,1354,960
1380,6,1251,784,1340,888
1380,7,1425,749,1464,884
1380,8,674,784,792,835
1380,9,946,711,1016,824
1380,10,1286,660,1388,753
1380,11,1779,623,1841,743
1380,12,1403,611,1459,734
1380,13,2099,632,2168,731
1380,14,1493,627,1554,725
1380,15,974,606,1013,715
1380,16,1665,573,1743,693
1380,17,1882,585,1920,686
1380,18,1989,589,2077,672
1380,19,2127,554,2203,663
1380,20,1227,552,1283,640
1380,21,1118,527,1182,638
1380,22,1359,529,1423,615
1380,23,1512,508,1566,610
1380,24,896,506,932,579
1380,25,844,503,877,568
1380,26,1048,496,1095,554
1380,27,1238,491,1277,553
1380,28,1410,491,1440,527
1380,29,1548,481,1591,517
1381,0,907,1548,945,1738
1381,1,636,1153,683,1303
1381,2,684,1139,730,1272
1381,3,825,875,866,998
1381,4,1341,913,1392,977
1381,5,1310,827,1351,958
1381,6,1249,783,1327,902
1381,7,1428,735,1468,861
1381,8,674,783,792,834
1381,9,978,687,1022,830
1381,10,1309,631,1391,763
1381,11,1776,645,1843,751
1381,12,2101,633,2168,730
1381,13,1492,626,1557,726
1381,14,1401,595,1450,723
1381,15,972,605,1012,708
1381,16,1661,565,1728,697
1381,17,1883,585,1921,686
1381,18,1990,598,2088,678
1381,19,2087,579,2137,668
1381,20,2127,554,2202,662
1381,21,1230,551,1279,640
1381,22,1118,529,1189,631
1381,23,1363,529,1420,615
1381,24,1510,502,1562,611
1381,25,898,508,933,574
1381,26,845,504,877,567
1381,27,1048,495,1093,554
1381,28,1238,491,1277,553
1381,29,1409,491,1439,528
1381,30,1549,480,1591,518
1382,0,900,1541,944,1710
1382,1,632,1148,682,1302
1382,2,683,1138,731,1274
1382,3,824,884,870,1003
1382,4,1335,909,1393,978
1382,5,1299,828,1347,954
1382,6,1246,777,1321,904
1382,7,1424,719,1466,850
1382,8,669,784,799,834
1382,9,969,681,1026,814
1382,10,1786,666,1841,771
1382,11,1311,625,1387,768
1382,12,2102,634,2165,730
1382,13,1497,626,1555,726
1382,14,1400,593,1447,722
1382,15,969,606,1011,708
1382,16,1669,585,1735,691
1382,17,2004,587,2076,687
1382,18,1883,585,1921,686
1382,19,2088,577,2129,666
1382,20,2130,563,2200,660
1382,21,1227,552,1282,640
1382,22,1126,515,1198,621
1382,23,1364,528,1420,615
1382,24,1511,499,1563,612
1382,25,843,506,878,566
1382,26,904,509,940,564
1382,27,1048,495,1096,554
1382,28,1237,491,1276,553
1382,29,1409,491,1439,529
1382,30,1550,479,1592,516
1383,0,908,1525,947,1710
1383,1,640,1137,677,1295
1383,2,680,1135,729,1278
1383,3,827,880,881,1013
1383,4,1279,903,1403,973
1383,5,1309,825,1356,922
1383,6,1225,799,1311,893
1383,7,1416,702,1467,834
1383,8,673,784,793,834
1383,9,969,678,1030,815
1383,10,1789,673,1840,792
1383,11,1308,648,1376,749
1383,12,2102,634,2164,730
1383,13,1494,625,1558,725
1383,14,968,606,1011,707
1383,15,1399,581,1446,705
1383,16,1665,562,1732,694
1383,17,2004,583,2061,692
1383,18,1883,585,1920,687
1383,19,2081,583,2132,667
1383,20,2108,553,2189,651
1383,21,1231,551,1280,641
1383,22,1363,528,1420,616
1383,23,1130,513,1197,609
1383,24,1515,497,1560,601
1383,25,841,505,877,565
1383,26,908,506,948,559
1383,27,1048,496,1095,554
1383,28,1238,491,1278,552
1383,29,1409,491,1440,527
1383,30,1550,479,1592,514
1384,0,914,1515,951,1689
1384,1,676,1131,731,1280
1384,2,634,1127,681,1278
1384,3,1324,899,1421,1043
1384,4,822,886,872,1011
1384,5,1309,822,1356,928
1384,6,1206,803,1313,893
1384,7,674,784,793,834
1384,8,1414,690,1459,826
1384,9,976,674,1030,812
1384,10,1785,689,1829,803
1384,11,1303,643,1395,749
1384,12,1493,633,1558,730
1384,13,2102,634,2167,729
1384,14,969,607,1011,707
1384,15,2008,584,2064,705
1384,16,1405,578,1451,702
1384,17,1660,569,1736,691
1384,18,1883,585,1920,687
1384,19,2076,586,2133,659
1384,20,2100,556,2189,647
1384,21,1231,551,1280,641
1384,22,1362,529,1419,617
1384,23,1133,510,1202,605
1384,24,1513,499,1558,597
1384,25,842,504,876,564
1384,26,914,503,950,560
1384,27,1048,496,1094,554
1384,28,1238,491,1278,552
1384,29,1408,492,1437,531
1385,0,919,1508,960,1679
1385,1,680,1136,733,1275
1385,2,642,1117,682,1269
1385,3,1368,899,1463,1048
1385,4,824,887,875,1009
1385,5,1280,894,1362,955
1385,6,1311,809,1354,920
1385,7,1188,809,1316,899
1385,8,674,784,793,834
1385,9,1772,706,1821,820
1385,10,987,654,1040,817
1385,11,1414,674,1452,802
1385,12,1306,649,1378,749
1385,13,1499,629,1558,734
1385,14,2104,635,2168,728
1385,15,2011,584,2062,706
1385,16,966,610,1013,703
1385,17,1408,571,1449,695
1385,18,1658,576,1739,689
1385,19,1883,584,1920,687
1385,20,2065,583,2128,657
1385,21,1232,551,1280,641
1385,22,2088,549,2179,639
1385,23,1364,528,1420,616
1385,24,1138,514,1208,604
1385,25,1506,494,1562,593
1385,26,843,503,877,564
1385,27,922,498,955,557
1385,28,1054,495,1103,555
1385,29,1237,491,1279,552
1385,30,1409,491,1439,530
1386,0,912,1505,953,1662
1386,1,678,1142,730,1286
1386,2,635,1112,684,1246
1386,3,828,886,878,1012
1386,4,1289,901,1381,981
1386,5,1313,794,1358,913
1386,6,1181,820,1278,903
1386,7,672,784,794,834
1386,8,1752,727,1826,827
1386,9,1416,668,1455,798
1386,10,986,662,1045,792
1386,11,1303,650,1378,747
1386,12,1504,631,1559,737
1386,13,2103,637,2167,729
1386,14,966,608,1010,705
1386,15,2003,592,2059,699
1386,16,1407,567,1452,697
1386,17,1649,565,1724,694
1386,18,1883,584,1920,687
1386,19,2059,584,2122,664
1386,20,1232,550,1280,640
1386,21,2086,550,2170,632
1386,22,1364,528,1420,616
1386,23,1141,513,1207,604
1386,24,1500,496,1561,588
1386,25,839,504,876,563
1386,26,1055,496,1102,554
1386,27,1237,491,1278,552
1386,28,925,500,962,552
1386,29,1409,491,1440,527
1387,0,916,1489,955,1659
1387,1,681,1142,728,1288
1387,2,642,1094,686,1236
1387,3,826,895,874,1011
1387,4,1287,897,1380,978
1387,5,1312,777,1354,909
1387,6,1168,828,1268,908
1387,7,1740,734,1807,836
1387,8,672,784,794,834
1387,9,985,660,1046,790
1387,10,1418,666,1457,787
1387,11,1301,655,1380,745
1387,12,1505,631,1558,739
1387,13,2098,636,2168,728
1387,14,966,607,1006,707
1387,15,1649,563,1721,701
1387,16,1998,592,2057,700
1387,17,1883,583,1921,686
1387,18,1405,567,1460,677
1387,19,2045,583,2122,668
1387,20,1233,550,1281,640
1387,21,1364,527,1419,617
1387,22,2080,538,2167,614
1387,23,1141,511,1206,605
1387,24,1502,498,1557,585
1387,25,840,503,878,564
1387,26,1055,495,1102,554
1387,27,1237,491,1279,552
1387,28,930,501,965,541
1387,29,1409,491,1438,529
1387,30,1544,480,1589,518
1388,0,901,1483,947,1653
1388,1,679,1137,731,1290
1388,2,637,1082,687,1221
1388,3,1585,971,1671,1107
1388,4,832,895,872,1025
1388,5,1289,895,1378,981
1388,6,1146,840,1240,917
1388,7,1311,757,1362,891
1388,8,1728,747,1792,838
1388,9,673,784,792,834
1388,10,989,658,1052,787
1388,11,1417,663,1456,785
1388,12,1298,656,1381,745
1388,13,1507,633,1557,743
1388,14,2099,637,2170,726
1388,15,1982,587,2048,707
1388,16,957,608,1005,706
1388,17,1883,584,1921,686
1388,18,1643,577,1707,685
1388,19,2036,587,2123,674
1388,20,1402,563,1468,672
1388,21,1233,550,1281,640
1388,22,2073,542,2158,622
1388,23,1352,529,1419,613
1388,24,1140,513,1210,600
1388,25,1502,497,1556,583
1388,26,839,503,876,564
1388,27,1055,496,1102,554
1388,28,1237,492,1278,552
1388,29,936,502,967,534
1388,30,1408,492,1440,529
1388,31,1547,479,1591,520
1389,0,895,1476,948,1638
1389,1,678,1133,732,1292
1389,2,637,1061,682,1213
1389,3,833,896,875,1024
1389,4,1289,893,1379,980
1389,5,1125,850,1251,920
1389,6,1312,734,1354,882
1389,7,1710,754,1794,845
1389,8,672,784,793,834
1389,9,1417,658,1455,786
1389,10,994,653,1067,783
1389,11,1506,633,1556,743
1389,12,1291,660,1382,737
1389,13,2099,637,2176,727
1389,14,957,608,1005,707
1389,15,1972,585,2046,701
1389,16,1638,581,1708,685
1389,17,1882,584,1921,685
1389,18,2033,581,2109,680
1389,19,1409,568,1490,666
1389,20,1233,550,1281,640
1389,21,2069,544,2157,621
1389,22,1356,529,1416,610
1389,23,1142,512,1217,599
1389,24,1503,491,1553,582
1389,25,839,503,876,565
1389,26,1053,496,1105,554
1389,27,1237,492,1279,552
1389,28,1407,493,1443,527
1390,0,895,1461,943,1625
1390,1,677,1136,732,1292
1390,2,647,1034,691,1191
1390,3,830,894,878,1014
1390,4,1289,894,1378,978
1390,5,1096,855,1237,935
1390,6,1314,717,1352,853
1390,7,1709,753,1793,849
1390,8,673,784,795,834
1390,9,1409,655,1456,783
1390,10,996,651,1063,781
1390,11,1509,632,1556,744
1390,12,1280,662,1389,735
1390,13,2096,639,2181,722
1390,14,948,612,1005,706
1390,15,1965,584,2042,699
1390,16,1882,584,1921,685
1390,17,1633,582,1709,678
1390,18,2025,588,2099,676
1390,19,1410,566,1489,657
1390,20,1232,550,1281,640
1390,21,2051,529,2146,617
1390,22,1352,530,1417,612
1390,23,1147,503,1220,593
1390,24,1508,485,1553,582
1390,25,837,503,876,563
1390,26,1055,496,1102,554
1390,27,1238,492,1279,552
1390,28,1440,490,1489,531
1390,29,1406,493,1444,528
1391,0,894,1454,947,1609
1391,1,679,1137,731,1291
1391,2,645,1015,695,1171
1391,3,834,894,881,1025
1391,4,1288,894,1378,981
1391,5,1094,854,1222,940
1391,6,1694,760,1781,855
1391,7,1319,715,1360,836
1391,8,664,785,801,833
1391,9,1399,652,1457,779
1391,10,1003,640,1067,774
1391,11,1508,634,1558,736
1391,12,1279,665,1391,732
1391,13,2101,633,2173,720
1391,14,946,607,999,703
1391,15,1954,590,2033,687
1391,16,1882,584,1922,685
1391,17,1628,585,1710,674
1391,18,2011,583,2085,666
1391,19,1432,554,1511,660
1391,20,1232,551,1281,641
1391,21,2048,527,2131,618
1391,22,1352,530,1415,612
1391,23,1153,501,1220,591
1391,24,1510,483,1552,578
1391,25,837,502,876,564
1391,26,1051,496,1104,554
1391,27,1238,491,1279,552
1391,28,1441,491,1496,533
1391,29,1407,492,1444,527
1392,0,920,1434,958,1601
1392,1,676,1137,734,1291
1392,2,642,999,689,1147
1392,3,834,895,889,1024
1392,4,1285,884,1388,985
1392,5,1071,874,1204,931
1392,6,1679,764,1776,851
1392,7,1320,712,1363,835
1392,8,669,785,800,833
1392,9,1399,656,1455,772
1392,10,1004,638,1072,759
1392,11,1508,634,1560,732
1392,12,1274,661,1384,731
1392,13,2102,633,2174,718
1392,14,945,609,999,704
1392,15,1949,590,2027,692
1392,16,1879,585,1920,684
1392,17,1620,585,1711,668
1392,18,1437,549,1512,654
1392,19,1233,550,1281,640
1392,20,2048,520,2130,624
1392,21,1355,530,1414,610
1392,22,1161,500,1216,588
1392,23,1509,482,1549,580
1392,24,838,502,878,565
1392,25,1053,496,1104,554
1392,26,1239,491,1279,552
1392,27,1448,493,1490,541
1392,28,1407,492,1445,530
1393,0,914,1426,962,1591
1393,1,678,1138,732,1290
1393,2,652,982,696,1125
1393,3,830,902,890,1016
1393,4,1292,887,1373,989
1393,5,1064,876,1180,929
1393,6,1671,768,1772,852
1393,7,671,784,801,833
1393,8,1314,709,1370,831
1393,9,1395,654,1454,772
1393,10,1011,630,1068,754
1393,11,1272,661,1386,730
1393,12,1509,627,1559,721
1393,13,2103,633,2174,718
1393,14,943,607,997,707
1393,15,1938,584,2010,686
1393,16,1879,585,1919,684
1393,17,1991,587,2066,665
1393,18,1613,583,1707,664
1393,19,1437,539,1507,653
1393,20,1229,550,1284,640
1393,21,2031,509,2123,612
1393,22,1353,530,1414,609
1393,23,1161,497,1216,582
1393,24,1510,482,1546,567
1393,25,837,503,877,565
1393,26,1052,496,1105,554
1393,27,1239,491,1278,553
1393,28,1446,490,1489,540
1393,29,1408,493,1452,530
1394,0,909,1414,962,1581
1394,1,679,1141,733,1289
1394,2,654,964,703,1107
1394,3,834,896,884,1024
1394,4,1292,884,1372,995
1394,5,1045,878,1164,927
1394,6,1658,779,1760,855
1394,7,673,784,796,833
1394,8,1319,708,1375,829
1394,9,1399,653,1452,771
1394,10,1021,615,1071,736
1394,11,1271,659,1388,730
1394,12,1510,628,1557,721
1394,13,2104,632,2173,719
1394,14,942,607,997,706
1394,15,1935,584,2003,686
1394,16,1878,586,1917,684
1394,17,1987,587,2061,675
1394,18,1604,582,1704,658
1394,19,1443,537,1509,648
1394,20,1233,550,1281,640
1394,21,1356,531,1414,611
1394,22,2031,499,2112,588
1394,23,1165,494,1223,575
1394,24,1511,494,1549,571
1394,25,837,503,876,565
1394,26,1049,498,1090,552
1394,27,1238,490,1279,551
1394,28,1438,488,1488,545
1394,29,1402,492,1452,535
1395,0,900,1410,952,1568
1395,1,681,1140,733,1288
1395,2,652,947,697,1086
1395,3,835,896,887,1023
1395,4,1292,884,1370,998
1395,5,1037,878,1161,932
1395,6,1645,783,1748,865
